"NoCategorieSousCategorie";"NoSousCategorie";"NoCategorie";"TitreOffre";"Supprimer";"Approuver";"Description";"NoOffre"
"286";"A";"106";"Initiation fabrication vitraux";"0";"-1";"Initiation à la fabrication de vitraux à la baguette de plomb (méthode ancestrale)";"21"
"287";"A";"106";"Initiation fabrication sculptures en papier mâché";"0";"-1";"Initiation à la fabrication de sculptures en papier mâché";"22"
"288";"A";"106";"Initiation tissage de cadres en laine";"0";"-1";"Initiation au tissage de cadres en laine selon la technique d'artisanat colombien ""cuadros tejidos en lana""";"23"
"289";"A";"106";"Initiation fabrication de capteurs de rêve";"0";"-1";"Initiation à la fabrication de capteurs de rêve";"20"
"290";"B";"106";"Fabrication d'épinglettes-bijoux";"0";"-1";"Fabrication d'épinglettes-bijoux";"2"
"291";"B";"106";"Création de bijoux assortis aux vêtements";"0";"-1";"Création et fabrication de bijoux à assortir avec vos vêtements";"3"
"292";"B";"106";"Initiation fabrication boucles d'oreilles avec perles";"0";"-1";"Initiation à la fabrication de boucles d'oreilles avec perles";"10"
"293";"C";"106";"Fabrication vêtements";"0";"-1";"Fabrication de vêtements divers";"1"
"294";"C";"106";"Coud bas de pantalon";"0";"-1";"Coud vos bas de pantalon";"2"
"295";"C";"106";"Petites réparations vêtements";"0";"-1";"Petites réparations sur vos vêtements";"3"
"296";"C";"106";"Modifications vêtements";"0";"-1";"Modifications sur vos vêtements";"4"
"297";"C";"106";"Fabrication costumes de tout genre";"0";"-1";"Fabrication de costumes de tout genre (médiéval par exemple)";"5"
"298";"C";"106";"Fabrication costumes d'Halloween";"0";"-1";"Fabrication de costumes d'Halloween";"6"
"299";"C";"106";"Fabrication rideaux";"0";"-1";"Coud des rideaux";"20"
"300";"C";"106";"Fabrication coussins";"0";"-1";"Coud des coussins";"21"
"301";"C";"106";"Fabrication housses de douillettes";"0";"-1";"Fabrique des housses de douillettes";"22"
"302";"C";"106";"Réparation coussins, rideaux, housses douillettes";"0";"-1";"Répare des coussins, rideaux, housses de douillettes, et divers objets semblables";"23"
"303";"C";"106";"Initiation confection de vêtements";"0";"-1";"Initiation à la confection de vêtements (faire son patron, etc.)";"30"
"304";"C";"106";"Aide pour classement de vêtements";"0";"-1";"Aide pour classement de vêtements lors de changement de saison";"40"
"305";"A";"106";"Conseils choix et agencement vêtements - Voir 106-C-41";"-1";"-1";"Conseils et trucs pour choix et agencement de vêtements, selon votre morphologie";"41"
"306";"D";"106";"Fabrication vêtements en tricot";"0";"-1";"Tricote des vêtements pour vous";"1"
"307";"D";"106";"Réparation tricots";"0";"-1";"Répare vos tricots";"2"
"308";"D";"106";"Tricot vêtements pour bébé ou jeune enfant";"0";"-1";"Tricote des vêtements en laine pour bébé ou enfant de 2 ans et moins";"3"
"309";"D";"106";"Fabrication vêtements au crochet";"0";"-1";"Peut crocheter châles, jetées et gilets simples";"4"
"310";"D";"106";"Réparation dentelles et broderies";"0";"-1";"Répare vos dentelles et broderies abîmées";"5"
"311";"D";"106";"Fabrication objets utilitaires en tricot";"0";"-1";"Tricote des objets utilitaires comme des jetées, etc.";"10"
"312";"D";"106";"Tissage objets utilitaires";"0";"-1";"Tisse des objets utilitaires comme tapis et rideaux";"11"
"313";"D";"106";"Tissage cadres en laine";"-1";"-1";"Tisse des cadres en laine selon technique d'artisanat colombien des ""cuadros tejidos en lana""";"12"
"314";"D";"106";"Leçons de tricot";"0";"-1";"Donne des leçons de tricot à la broche";"20"
"315";"D";"106";"Leçons de crochet";"0";"-1";"Donne des leçons de crochet";"21"
"316";"D";"106";"Initiation tricotin";"0";"-1";"Vous apprend à utiliser un tricotin (planche ou métier à tricoter); peut inclure une démonstration";"22"
"317";"A";"107";"Rédaction textes en français";"0";"-1";"Rédaction de textes divers en français: pour vos lettres, travaux, projets, etc.";"1"
"318";"A";"107";"Correction textes en français";"0";"-1";"Correction de textes en français";"2"
"319";"A";"107";"Rédaction textes en anglais";"0";"-1";"Rédaction de textes divers en anglais";"3"
"320";"A";"107";"Correction textes en anglais";"0";"-1";"Correction de textes en anglais";"4"
"321";"A";"107";"Rédaction textes en espagnol";"0";"-1";"Rédaction de textes divers en espagnol";"5"
"322";"A";"107";"Correction textes en espagnol";"0";"-1";"Correction de textes en espagnol";"6"
"323";"B";"107";"Traduction textes anglais à français";"0";"-1";"Traduction de textes de l&#8217;anglais au français";"1"
"324";"B";"107";"Traduction textes français à anglais";"0";"-1";"Traduction de textes du français à l&#8217;anglais";"2"
"325";"B";"107";"Traduction textes espagnol à français";"0";"-1";"Traduction de textes de l'espagnol au français";"3"
"326";"B";"107";"Traduction textes français à espagnol";"0";"-1";"Traduction de textes du français à l'espagnol";"4"
"327";"B";"107";"Traduction textes espagnol à anglais";"0";"-1";"Traduction de textes de l'espagnol à l'anglais";"5"
"328";"B";"107";"Traduction textes anglais à espagnol";"0";"-1";"Traduction de textes de l'anglais à l'espagnol";"6"
"329";"B";"107";"Traduction textes italien à français";"0";"-1";"Traduction de textes de l'italien au français";"7"
"330";"B";"107";"Traduction textes portugais à français";"0";"-1";"Traduction de textes du portugais au français";"11"
"331";"B";"107";"Traduction textes grec à français";"0";"-1";"Traduction de textes du grec au français";"15"
"332";"B";"107";"Interprétation simultanée français-anglais";"0";"-1";"Interprétation simultanée du français à l'anglais et inversement";"30"
"333";"B";"107";"Interprétation simultanée français-arabe";"0";"-1";"Interprétation simultanée du français à l'arabe et inversement";"31"
"334";"B";"107";"Interprétation simultanée anglais-arabe";"0";"-1";"Interprétation simultanée de l'anglais à l'arabe et inversement";"32"
"335";"C";"107";"Formation en français";"0";"-1";"Amélioration de votre français parlé et écrit, divers niveaux";"1"
"336";"C";"107";"Aide à la francisation";"0";"-1";"Aide à l'apprentissage du français pour personnes non francophones";"2"
"337";"C";"107";"Formation rédaction française";"0";"-1";"Formation en rédaction française";"3"
"338";"C";"107";"Apprentissage langue des signes du Québec (LSQ)";"0";"-1";"Apprentissage de la langue des signes du Québec (LSQ)";"8"
"339";"C";"107";"Apprentissage de l'anglais";"0";"-1";"Apprentissage de l'anglais, divers niveaux";"10"
"340";"C";"107";"Exercices d'anglais";"0";"-1";"Exercices pour aider à apprendre l'anglais";"11"
"341";"C";"107";"Conversation anglaise";"0";"-1";"Conversation en anglais pour améliorer la diction, le vocabulaire et la grammaire";"12"
"342";"C";"107";"Conversation français/anglais";"0";"-1";"Conversation en français et en anglais";"13"
"343";"C";"107";"Initiation anglais pour enfant";"0";"-1";"Initiation à l&#8217;anglais pour un enfant, apprentissage amusant et créatif";"14"
"344";"C";"107";"Aide lecture en anglais";"0";"-1";"Aide à la lecture en anglais autour d'un livre de votre choix, avec personne anglophone";"15"
"345";"C";"107";"Apprentissage de l'espagnol";"0";"-1";"Apprentissage de l'espagnol, divers niveaux";"20"
"346";"C";"107";"Conversation espagnole";"0";"-1";"Conversation en espagnol";"21"
"347";"C";"107";"Apprentissage du russe";"0";"-1";"Apprentissage du russe";"22"
"348";"C";"107";"Conversation russe";"0";"-1";"Conversation en russe";"23"
"349";"C";"107";"Apprentissage du portugais";"0";"-1";"Apprentissage du portugais";"24"
"350";"C";"107";"Apprentissage du créole haïtien";"0";"-1";"Apprentissage du créole haïtien";"25"
"351";"C";"107";"Apprentissage du néerlandais";"0";"-1";"Apprentissage du néerlandais";"26"
"352";"D";"107";"Fait lecture";"0";"-1";"Peut vous faire la lecture à partir de livres de votre choix";"1"
"353";"D";"107";"Fait lecture pour enfants";"0";"-1";"Peut faire la lecture pour vos enfants";"2"
"354";"D";"107";"Composition poèmes";"0";"-1";"Compose des poèmes avec des mots choisis par vous";"10"
"355";"D";"107";"Rédaction lettres et poèmes acrostiches";"0";"-1";"Rédaction de lettres et de poèmes acrostiches";"11"
"356";"D";"107";"Lecture manuscrit avant envoi éditeur";"0";"-1";"Peut lire votre manuscrit avant l'envoi chez l'éditeur";"20"
"357";"A";"108";"Théorie musique et formation auditive";"0";"-1";"Montre théorie de la musique et formation auditive";"1"
"358";"A";"108";"Formation en chant";"0";"-1";"Formation en chant: montrer le chant, comment placer sa voix, etc.";"2"
"359";"A";"108";"Travail voix pour pratique chanson";"0";"-1";"Vous aide à travailler votre voix en vue de pratiquer une chanson";"3"
"360";"A";"108";"Apprentissage chants spirituels";"0";"-1";"Apprentissage de chants spirituels";"4"
"361";"A";"108";"Apprentissage de la guitare";"0";"-1";"Vous apprend à jouer de la guitare acoustique ou électrique";"10"
"362";"A";"108";"Apprentissage de la batterie";"0";"-1";"Vous apprend à jouer de la batterie";"11"
"363";"A";"108";"Apprentissage du piano";"0";"-1";"Vous apprend à jouer du piano";"12"
"364";"A";"108";"Apprentissage du violon";"0";"-1";"Vous apprend à jouer du violon";"13"
"365";"A";"108";"Apprentissage de la flûte traversière";"0";"-1";"Vous apprend à jouer de la flûte traversière";"14"
"366";"A";"108";"Apprentissage de la flûte à bec";"0";"-1";"Vous apprend à jouer de la flûte à bec, pour tous niveaux et tous types de flûte à bec";"15"
"367";"A";"108";"Apprentissage du xylophone";"0";"-1";"Vous apprend à jouer du xylophone";"16"
"368";"A";"108";"Apprentissage du djembé et percussions";"0";"-1";"Vous apprend à jouer du djembé et autres percussions";"17"
"369";"A";"108";"Apprentissage musique andine";"0";"-1";"Apprentissage de la musique andine: flûte de pan, zamponia, charango et guitare";"18"
"370";"B";"108";"Spectacle piano pour soirées";"0";"-1";"Spectacle de piano pour soirées";"1"
"371";"B";"108";"Musique d'ambiance piano";"0";"-1";"Agréable musique d'ambiance au piano pour soirées";"2"
"372";"B";"108";"Musique folklore québécois avec accordéon";"0";"-1";"Musique du folklore québécois avec un accordéon, pour toutes sortes d'activités";"3"
"373";"B";"108";"Musique d'ambiance accordéon";"0";"-1";"Musique d'ambiance avec un accordéon";"4"
"374";"B";"108";"Musique d'orgue";"0";"-1";"Organiste amateur pour célébrations religieuses ou autres";"5"
"375";"B";"108";"Musique d'ambiance violon";"0";"-1";"Violoniste offre musique pour agrémenter soirées, réceptions ou autres occasions";"6"
"376";"B";"108";"Composition chanson pour événement";"0";"-1";"Compose une chanson pour événement de tout genre";"15"
"377";"B";"108";"Composition musiques de film";"0";"-1";"Compose des musiques de film";"16"
"378";"B";"108";"Composition musiques d'ambiance";"0";"-1";"Compose des musiques d'ambiance";"17"
"379";"B";"108";"Lutherie guitare";"0";"-1";"Service de lutherie pour guitare: ajustement,  entretien, changement de cordes, réparations mineures";"25"
"380";"B";"108";"Lutherie violon et cordes frottées";"0";"-1";"Service de lutherie pour instruments à cordes frottées (violon, alto, violoncelle, contrebasse)";"26"
"381";"B";"108";"Transfert sur CD";"0";"-1";"Transfère cassettes et/ou 33 tours sur CD";"30"
"382";"B";"108";"Montage musique";"0";"-1";"Fait du montage à partir de cassettes et 33 tours";"31"
"383";"B";"108";"Enregistrement studio";"0";"-1";"Service d'enregistrement en studio";"32"
"384";"C";"108";"Réplique pour pratique rôle";"0";"-1";"Peut vous donner la réplique lorsque vous pratiquez un rôle";"1"
"385";"C";"108";"Figurant ou comédien amateur";"0";"-1";"Service de figurant et de comédien amateur";"2"
"386";"C";"108";"Réchauffement théâtral";"0";"-1";"Atelier de réchauffement théâtral - pour toute personne, comédienne ou non";"3"
"387";"C";"108";"Coaching acteurs pour audition";"0";"-1";"Coaching d'acteurs pour se préparer à une audition";"4"
"388";"C";"108";"Caméraman";"0";"-1";"Service de caméraman";"10"
"389";"C";"108";"Figuration vidéo d'art, court-métrage, photo";"0";"-1";"Figuration pour vidéo d'art, court-métrage, photographie";"11"
"390";"C";"108";"Film événements spéciaux";"0";"-1";"Filme vos événements spéciaux";"12"
"391";"C";"108";"Montage images événements spéciaux";"0";"-1";"Montage numérique d'images de vos événements spéciaux";"13"
"392";"C";"108";"Transfert VHS à DVD";"0";"-1";"Transfert de vidéos VHS en format DVD";"14"
"393";"D";"108";"Mise en scène et mise en forme spectacle";"0";"-1";"Aide pour la mise en scène et la mise en forme de votre spectacle";"1"
"394";"D";"108";"Initiation manipulation marionnettes";"0";"-1";"Initiation à la manipulation de marionnettes";"2"
"395";"D";"108";"Initiation conception marionnettes";"0";"-1";"Initiation à la conception de marionnettes";"3"
"396";"D";"108";"Initiation jonglerie";"0";"-1";"Initiation à la jonglerie (balles, quilles, bâtons fleurs, Poï...)";"20"
"397";"D";"108";"Initiation art des Poï";"0";"-1";"Initiation et perfectionnement de l'art des Poï, ou ""Chaînes de feu""";"21"
"398";"D";"108";"Initiation unicycle";"0";"-1";"Initiation à l'unicycle ou monocycle";"22"
"399";"E";"108";"Prise de photos général";"0";"-1";"Prend des photos de tout genre";"1"
"400";"E";"108";"Prise de photos famille";"0";"-1";"Prend photos de famille";"2"
"401";"E";"108";"Prise de photos événements";"0";"-1";"Prend des photos lors de réunions, partys, événements, etc.";"3"
"402";"E";"108";"Prise de photos mariage";"0";"-1";"Prend des photos lors de mariage";"4"
"403";"E";"108";"Prise de photos portfolio";"0";"-1";"Prend des photographies pour votre portfolio de comédien, acteur, mannequin, en arts visuels, etc.";"5"
"404";"E";"108";"Initiation photographie classique";"0";"-1";"Initiation à la photographie, sur appareils reflex (non numériques)";"10"
"405";"E";"108";"Initiation photographie numérique";"0";"-1";"Initiation à la photographie numérique";"11"
"406";"E";"108";"Initiation photographie artistique";"0";"-1";"Initiation à la photographie artistique: trucs, éclairage, cadrage, etc.";"12"
"407";"E";"108";"Restauration photos";"0";"-1";"Restauration de photos";"20"
"408";"F";"108";"Graphisme documents simples";"0";"-1";"Graphisme pour dépliants ou documents simples";"1"
"409";"F";"108";"Graphisme affiches, cartes d'affaires, logos";"0";"-1";"Graphisme d'affiches, cartes d'affaires, création de logos";"2"
"410";"F";"108";"Modèles simples publicité et promotion";"0";"-1";"Peut faire pour vous des modèles simples pour carte d'affaires, publicité, promotion";"3"
"411";"F";"108";"Écographisme (qui respecte environnement)";"0";"-1";"Service d'écographisme: conception graphique axée sur le respect de l'environnement";"4"
"412";"F";"108";"Formation graphisme";"0";"-1";"Formation en graphisme";"5"
"413";"F";"108";"Calligraphie";"0";"-1";"Transcrit à la main divers textes (menus, cartons d'invitation, cartes, etc.)";"10"
"414";"F";"108";"Confection affiches, bannières, pancartes";"0";"-1";"Vous aide ou fait pour vous des affiches, bannières, pancartes, etc.";"11"
"415";"F";"108";"Confection faire-part";"0";"-1";"Fabrique vos faire-part";"12"
"416";"F";"108";"Confection cartons d&#8217;invitation, remerciement";"0";"-1";"Fait cartons d'invitation, de remerciement, faire-part de mariage, etc.";"13"
"417";"F";"108";"Fabrication cartes de souhaits";"0";"-1";"Fabrication de cartes de souhaits à partir de photo, dessin, etc.";"14"
"418";"F";"108";"Fabrication cartes et dépliants recyclés";"0";"-1";"Fabrique vos cartes de souhaits et dépliants publicitaires, tous créés d'éléments recyclés";"15"
"419";"G";"108";"Initiation dessin";"0";"-1";"Initiation au dessin";"1"
"420";"G";"108";"Initiation aquarelle";"0";"-1";"Initiation à l'aquarelle";"2"
